DOI,Source URL
10.1111/jofi.13418,https://afajof.org/issue/volume-80-issue-1/
10.1111/jofi.13411,https://afajof.org/issue/volume-80-issue-1/
10.1111/jofi.13407,https://afajof.org/issue/volume-80-issue-1/
10.1111/jofi.13409,https://afajof.org/issue/volume-80-issue-1/
10.1111/jofi.13399,https://afajof.org/issue/volume-80-issue-1/
10.1111/jofi.13397,https://afajof.org/issue/volume-80-issue-1/
10.1111/jofi.13415,https://afajof.org/issue/volume-80-issue-1/
10.1111/jofi.13405,https://afajof.org/issue/volume-80-issue-1/
10.1111/jofi.13401,https://afajof.org/issue/volume-80-issue-1/
10.1111/jofi.13400,https://afajof.org/issue/volume-80-issue-1/
10.1111/jofi.13404,https://afajof.org/issue/volume-80-issue-1/
10.1111/jofi.13388,https://afajof.org/issue/volume-80-issue-1/
10.1111/jofi.13408,https://afajof.org/issue/volume-80-issue-1/
10.1111/jofi.13402,https://afajof.org/issue/volume-80-issue-1/
10.1111/jofi.13420,https://afajof.org/issue/volume-80-issue-1/
10.1111/jofi.13419,https://afajof.org/issue/volume-80-issue-1/
10.1111/jofi.13156,https://afajof.org/issue/volume-79-issue-6/
10.1111/jofi.13403,https://afajof.org/issue/volume-79-issue-6/
10.1111/jofi.13398,https://afajof.org/issue/volume-79-issue-6/
10.1111/jofi.13393,https://afajof.org/issue/volume-79-issue-6/
10.1111/jofi.13392,https://afajof.org/issue/volume-79-issue-6/
10.1111/jofi.13395,https://afajof.org/issue/volume-79-issue-6/
10.1111/jofi.13396,https://afajof.org/issue/volume-79-issue-6/
10.1111/jofi.13391,https://afajof.org/issue/volume-79-issue-6/
10.1111/jofi.13390,https://afajof.org/issue/volume-79-issue-6/
10.1111/jofi.13381,https://afajof.org/issue/volume-79-issue-6/
10.1111/jofi.13376,https://afajof.org/issue/volume-79-issue-6/
10.1111/jofi.13394,https://afajof.org/issue/volume-79-issue-6/
10.1111/jofi.13389,https://afajof.org/issue/volume-79-issue-6/
10.1111/jofi.13385,https://afajof.org/issue/volume-79-issue-6/
10.1111/jofi.13375,https://afajof.org/issue/volume-79-issue-6/
10.1111/jofi.13155,https://afajof.org/issue/volume-79-issue-6/
10.1111/jofi.13157,https://afajof.org/issue/volume-79-issue-6/
10.1111/jofi.13153,https://afajof.org/issue/volume-79-issue-5/
10.1111/jofi.13367,https://afajof.org/issue/volume-79-issue-5/
10.1111/jofi.13370,https://afajof.org/issue/volume-79-issue-5/
10.1111/jofi.13386,https://afajof.org/issue/volume-79-issue-5/
10.1111/jofi.13380,https://afajof.org/issue/volume-79-issue-5/
10.1111/jofi.13377,https://afajof.org/issue/volume-79-issue-5/
10.1111/jofi.13373,https://afajof.org/issue/volume-79-issue-5/
10.1111/jofi.13368,https://afajof.org/issue/volume-79-issue-5/
10.1111/jofi.13366,https://afajof.org/issue/volume-79-issue-5/
10.1111/jofi.13384,https://afajof.org/issue/volume-79-issue-5/
10.1111/jofi.13383,https://afajof.org/issue/volume-79-issue-5/
10.1111/jofi.13382,https://afajof.org/issue/volume-79-issue-5/
10.1111/jofi.13378,https://afajof.org/issue/volume-79-issue-5/
10.1111/jofi.13379,https://afajof.org/issue/volume-79-issue-5/
10.1111/jofi.13372,https://afajof.org/issue/volume-79-issue-5/
10.1111/jofi.13365,https://afajof.org/issue/volume-79-issue-5/
10.1111/jofi.13374,https://afajof.org/issue/volume-79-issue-5/
10.1111/jofi.13387,https://afajof.org/issue/volume-79-issue-5/
10.1111/jofi.13154,https://afajof.org/issue/volume-79-issue-5/
10.1111/jofi.13150,https://afajof.org/issue/volume-79-issue-4/
10.1111/jofi.13359,https://afajof.org/issue/volume-79-issue-4/
10.1111/jofi.13334,https://afajof.org/issue/volume-79-issue-4/
10.1111/jofi.13325,https://afajof.org/issue/volume-79-issue-4/
10.1111/jofi.13362,https://afajof.org/issue/volume-79-issue-4/
10.1111/jofi.13357,https://afajof.org/issue/volume-79-issue-4/
10.1111/jofi.13358,https://afajof.org/issue/volume-79-issue-4/
10.1111/jofi.13363,https://afajof.org/issue/volume-79-issue-4/
10.1111/jofi.13360,https://afajof.org/issue/volume-79-issue-4/
10.1111/jofi.13361,https://afajof.org/issue/volume-79-issue-4/
10.1111/jofi.13364,https://afajof.org/issue/volume-79-issue-4/
10.1111/jofi.13371,https://afajof.org/issue/volume-79-issue-4/
10.1111/jofi.13369,https://afajof.org/issue/volume-79-issue-4/
10.1111/jofi.13340,https://afajof.org/issue/volume-79-issue-4/
10.1111/jofi.13149,https://afajof.org/issue/volume-79-issue-4/
10.1111/jofi.13151,https://afajof.org/issue/volume-79-issue-4/
10.1111/jofi.13147,https://afajof.org/issue/volume-79-issue-3/
10.1111/jofi.13343,https://afajof.org/issue/volume-79-issue-3/
10.1111/jofi.13341,https://afajof.org/issue/volume-79-issue-3/
10.1111/jofi.13338,https://afajof.org/issue/volume-79-issue-3/
10.1111/jofi.13331,https://afajof.org/issue/volume-79-issue-3/
10.1111/jofi.13342,https://afajof.org/issue/volume-79-issue-3/
10.1111/jofi.13339,https://afajof.org/issue/volume-79-issue-3/
10.1111/jofi.13332,https://afajof.org/issue/volume-79-issue-3/
10.1111/jofi.13333,https://afajof.org/issue/volume-79-issue-3/
10.1111/jofi.13336,https://afajof.org/issue/volume-79-issue-3/
10.1111/jofi.13322,https://afajof.org/issue/volume-79-issue-3/
10.1111/jofi.13335,https://afajof.org/issue/volume-79-issue-3/
10.1111/jofi.13321,https://afajof.org/issue/volume-79-issue-3/
10.1111/jofi.13323,https://afajof.org/issue/volume-79-issue-3/
10.1111/jofi.13324,https://afajof.org/issue/volume-79-issue-3/
10.1111/jofi.13337,https://afajof.org/issue/volume-79-issue-3/
10.1111/jofi.13344,https://afajof.org/issue/volume-79-issue-3/
10.1111/jofi.13148,https://afajof.org/issue/volume-79-issue-3/
10.1111/jofi.13144,https://afajof.org/issue/volume-79-issue-2/
10.1111/jofi.13328,https://afajof.org/issue/volume-79-issue-2/
10.1111/jofi.13315,https://afajof.org/issue/volume-79-issue-2/
10.1111/jofi.13317,https://afajof.org/issue/volume-79-issue-2/
10.1111/jofi.13320,https://afajof.org/issue/volume-79-issue-2/
10.1111/jofi.13300,https://afajof.org/issue/volume-79-issue-2/
10.1111/jofi.13312,https://afajof.org/issue/volume-79-issue-2/
10.1111/jofi.13307,https://afajof.org/issue/volume-79-issue-2/
10.1111/jofi.13314,https://afajof.org/issue/volume-79-issue-2/
10.1111/jofi.13290,https://afajof.org/issue/volume-79-issue-2/
10.1111/jofi.13318,https://afajof.org/issue/volume-79-issue-2/
10.1111/jofi.13319,https://afajof.org/issue/volume-79-issue-2/
10.1111/jofi.13297,https://afajof.org/issue/volume-79-issue-2/
10.1111/jofi.13313,https://afajof.org/issue/volume-79-issue-2/
10.1111/jofi.13288,https://afajof.org/issue/volume-79-issue-2/
10.1111/jofi.13310,https://afajof.org/issue/volume-79-issue-2/
10.1111/jofi.13303,https://afajof.org/issue/volume-79-issue-2/
10.1111/jofi.13296,https://afajof.org/issue/volume-79-issue-2/
10.1111/jofi.13316,https://afajof.org/issue/volume-79-issue-2/
10.1111/jofi.13311,https://afajof.org/issue/volume-79-issue-2/
10.1111/jofi.13329,https://afajof.org/issue/volume-79-issue-2/
10.1111/jofi.13326,https://afajof.org/issue/volume-79-issue-2/
10.1111/jofi.13327,https://afajof.org/issue/volume-79-issue-2/
10.1111/jofi.13330,https://afajof.org/issue/volume-79-issue-2/
10.1111/jofi.13145,https://afajof.org/issue/volume-79-issue-2/
10.1111/jofi.13141,https://afajof.org/issue/volume-79-issue-1/
10.1111/jofi.13287,https://afajof.org/issue/volume-79-issue-1/
10.1111/jofi.13308,https://afajof.org/issue/volume-79-issue-1/
10.1111/jofi.13291,https://afajof.org/issue/volume-79-issue-1/
10.1111/jofi.13278,https://afajof.org/issue/volume-79-issue-1/
10.1111/jofi.13276,https://afajof.org/issue/volume-79-issue-1/
10.1111/jofi.13292,https://afajof.org/issue/volume-79-issue-1/
10.1111/jofi.13289,https://afajof.org/issue/volume-79-issue-1/
10.1111/jofi.13299,https://afajof.org/issue/volume-79-issue-1/
10.1111/jofi.13295,https://afajof.org/issue/volume-79-issue-1/
10.1111/jofi.13293,https://afajof.org/issue/volume-79-issue-1/
10.1111/jofi.13298,https://afajof.org/issue/volume-79-issue-1/
10.1111/jofi.13301,https://afajof.org/issue/volume-79-issue-1/
10.1111/jofi.13306,https://afajof.org/issue/volume-79-issue-1/
10.1111/jofi.13294,https://afajof.org/issue/volume-79-issue-1/
10.1111/jofi.13302,https://afajof.org/issue/volume-79-issue-1/
10.1111/jofi.13309,https://afajof.org/issue/volume-79-issue-1/
10.1111/jofi.13305,https://afajof.org/issue/volume-79-issue-1/
10.1111/jofi.13304,https://afajof.org/issue/volume-79-issue-1/
10.1111/jofi.13142,https://afajof.org/issue/volume-79-issue-1/
10.1111/jofi.13053,https://afajof.org/issue/volume-78-issue-6/
10.1111/jofi.13271,https://afajof.org/issue/volume-78-issue-6/
10.1111/jofi.13270,https://afajof.org/issue/volume-78-issue-6/
10.1111/jofi.13279,https://afajof.org/issue/volume-78-issue-6/
10.1111/jofi.13268,https://afajof.org/issue/volume-78-issue-6/
10.1111/jofi.13277,https://afajof.org/issue/volume-78-issue-6/
10.1111/jofi.13283,https://afajof.org/issue/volume-78-issue-6/
10.1111/jofi.13280,https://afajof.org/issue/volume-78-issue-6/
10.1111/jofi.13275,https://afajof.org/issue/volume-78-issue-6/
10.1111/jofi.13284,https://afajof.org/issue/volume-78-issue-6/
10.1111/jofi.13285,https://afajof.org/issue/volume-78-issue-6/
10.1111/jofi.13281,https://afajof.org/issue/volume-78-issue-6/
10.1111/jofi.13282,https://afajof.org/issue/volume-78-issue-6/
10.1111/jofi.13273,https://afajof.org/issue/volume-78-issue-6/
10.1111/jofi.13272,https://afajof.org/issue/volume-78-issue-6/
10.1111/jofi.13286,https://afajof.org/issue/volume-78-issue-6/
10.1111/jofi.13054,https://afajof.org/issue/volume-78-issue-6/
10.1111/jofi.13050,https://afajof.org/issue/volume-78-issue-5/
10.1111/jofi.13269,https://afajof.org/issue/volume-78-issue-5/
10.1111/jofi.13263,https://afajof.org/issue/volume-78-issue-5/
10.1111/jofi.13249,https://afajof.org/issue/volume-78-issue-5/
10.1111/jofi.13264,https://afajof.org/issue/volume-78-issue-5/
10.1111/jofi.13266,https://afajof.org/issue/volume-78-issue-5/
10.1111/jofi.13267,https://afajof.org/issue/volume-78-issue-5/
10.1111/jofi.13258,https://afajof.org/issue/volume-78-issue-5/
10.1111/jofi.13260,https://afajof.org/issue/volume-78-issue-5/
10.1111/jofi.13265,https://afajof.org/issue/volume-78-issue-5/
10.1111/jofi.13256,https://afajof.org/issue/volume-78-issue-5/
10.1111/jofi.13261,https://afajof.org/issue/volume-78-issue-5/
10.1111/jofi.13262,https://afajof.org/issue/volume-78-issue-5/
10.1111/jofi.13257,https://afajof.org/issue/volume-78-issue-5/
10.1111/jofi.13274,https://afajof.org/issue/volume-78-issue-5/
10.1111/jofi.13051,https://afajof.org/issue/volume-78-issue-5/
10.1111/jofi.13047,https://afajof.org/issue/volume-78-issue-4/
10.1111/jofi.13255,https://afajof.org/issue/volume-78-issue-4/
10.1111/jofi.13231,https://afajof.org/issue/volume-78-issue-4/
10.1111/jofi.13232,https://afajof.org/issue/volume-78-issue-4/
10.1111/jofi.13233,https://afajof.org/issue/volume-78-issue-4/
10.1111/jofi.13252,https://afajof.org/issue/volume-78-issue-4/
10.1111/jofi.13254,https://afajof.org/issue/volume-78-issue-4/
10.1111/jofi.13251,https://afajof.org/issue/volume-78-issue-4/
10.1111/jofi.13235,https://afajof.org/issue/volume-78-issue-4/
10.1111/jofi.13248,https://afajof.org/issue/volume-78-issue-4/
10.1111/jofi.13228,https://afajof.org/issue/volume-78-issue-4/
10.1111/jofi.13227,https://afajof.org/issue/volume-78-issue-4/
10.1111/jofi.13250,https://afajof.org/issue/volume-78-issue-4/
10.1111/jofi.13253,https://afajof.org/issue/volume-78-issue-4/
10.1111/jofi.13259,https://afajof.org/issue/volume-78-issue-4/
10.1111/jofi.13048,https://afajof.org/issue/volume-78-issue-4/
10.1111/jofi.13044,https://afajof.org/issue/volume-78-issue-3/
10.1111/jofi.13230,https://afajof.org/issue/volume-78-issue-3/
10.1111/jofi.13224,https://afajof.org/issue/volume-78-issue-3/
10.1111/jofi.13229,https://afajof.org/issue/volume-78-issue-3/
10.1111/jofi.13217,https://afajof.org/issue/volume-78-issue-3/
